Alcohol Notalcohol,Belted Unbelted,Bike Nonbike,Collision Type,CRASH_DT (copy),Crash Dt,Crash Event Type Dsc,Crash Military Tm,Crash Severity,Juris Name Used,Area Type Used,First Harmful Event of Entire Crash,Time Slicing Used,Phy_Juris_Nm,Offset-Ft,Intersection Analysis,Day Of Week,Deer Nodeer,TOTAL CRASH,Document Nbr,FAC,First Harmful Event,FUN,Gr Nogr,Hitrun Not Hitrun,Injury Crashes,Intersection Type,Int Doc,K_CRASH,K People,Lgtruck Nonlgtruck,Light Condition,MAINLINE (group),Mainline Yn,Motor Nonmotor,Node Info,Ownership,Total People Killed & Injured,Ped Nonped,Persons Injured,VSP_Used,Rd Type,Relation To Roadway,Rns Mp,Roadway Alignment,Roadway Description,Roadway Surface Cond,Rte Nm,School Zone,Senior Notsenior,Speed Notspeed,Time Slicing,Total Crashes including Property Damage Only,Traffic Control Type,District_Used ,Weather Condition,Work Zone Related,Young Notyoung
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,12/24/2015,12/24/2015,20. Motor Vehicle In Transport,1343,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,134.Virginia Beach,37,Intersection,Thursday,Not DEER,1,153595047,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,153595047,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541392. 13408651      13408678      13408678,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,2.41,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA134UR08678WB,3. No,SENIOR,Not SPEED,12PM TO 3PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/28/2013,4/28/2013,20. Motor Vehicle In Transport,1801,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,6PM TO 9PM,134.Virginia Beach,"1,125",Intersection,Sunday,Not DEER,1,131195223,"1.Divided, no control of access",9. Outside Right-of-Way,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,131195223,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541475. 13408669      13408669      13408688      13408688,SEC_URBAN,1,Not PED,1,5,NOT-RD,"13. Driveway, Alley-Access - Related",18.81,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA134UR08669NB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,9/2/2014,9/2/2014,22. Bicycle,1300,C.Non-Visible Injury,Newport News,Urban,22. Bicycle,12PM TO 3PM,121.Newport News,,Not Intersection,Tuesday,Not DEER,1,142800081,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA121SC99999UK,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,9/4/2014,9/4/2014,20. Motor Vehicle In Transport,1348,A.Ambulatory Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,134.Virginia Beach,0,Intersection,Thursday,Not DEER,1,142495032,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,142495032,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541300. 13400014      13400014      13408725,SEC_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,0.74,3. Grade - Straight,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR00014NB,3. No,SENIOR,Not SPEED,12PM TO 3PM,1,14. Ped Crosswalk,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,12/26/2015,12/26/2015,22. Bicycle,1712,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,3PM TO 6PM,122.Norfolk,,Not Intersection,Saturday,Not DEER,1,160320160,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA122SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,3. Fog,2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/1/2013,5/1/2013,22. Bicycle,517,B.Visiible Injury,Norfolk,Urban,22. Bicycle,3AM TO 6AM,122.Norfolk,"1,214",Intersection,Wednesday,Not DEER,1,132330428,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,132330428,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,485538. 12208618      12208618      12208621      12208621,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,1.60,1. Straight - Level,"1. Two-Way, Not Divided",2. Wet,R-VA122UR08621SB,3. No,Not SENIOR,Not SPEED,3AM TO 6AM,1,4. Stop Sign,5.Hampton Roads,5. Rain,2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/2/2013,5/2/2013,22. Bicycle,1634,C.Non-Visible Injury,Hampton,Urban,22. Bicycle,3PM TO 6PM,114.Hampton,,Not Intersection,Thursday,Not DEER,1,132330059,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA114SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/2/2013,5/2/2013,20. Motor Vehicle In Transport,1614,PDO.Property Damage Only,Virginia Beach,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,134.Virginia Beach,,Not Intersection,Thursday,Not DEER,1,131445136,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,0,3. Three Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,0,Not PED,0,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA134SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,9/5/2014,9/5/2014,20. Motor Vehicle In Transport,1800,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,134.Virginia Beach,,Not Intersection,Friday,Not DEER,1,142505030,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,2,Not PED,2,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,U-VA134SC99999UK,3. No,SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,9/6/2014,9/6/2014,22. Bicycle,930,A.Ambulatory Injury,Hampton,Urban,22. Bicycle,9AM TO 12PM,114.Hampton,0,Intersection,Saturday,Not DEER,1,142515085,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,142515085,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,253105.  SR00169       SR00351       SR00351,PRI_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,2.17,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   SR00351EB,3. No,SENIOR,Not SPEED,9AM TO 12PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,9/6/2014,9/6/2014,22. Bicycle,1945,B.Visiible Injury,Norfolk,Urban,22. Bicycle,6PM TO 9PM,122.Norfolk,280,Intersection,Saturday,Not DEER,1,142610016,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,142610016,0,0,Not LRTRUCK,3. Dusk,MAINLINE,MAIN,Not MOTORCYCLE,483419.  SR00168       SR00168       SR00247       SR00247,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,2.46,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   SR00247EB,3. No,SENIOR,Not SPEED,6PM TO 9PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,12/31/2015,12/31/2015,20. Motor Vehicle In Transport,1455,A.Ambulatory Injury,Norfolk,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,122.Norfolk,517,Intersection,Thursday,Not DEER,1,160320207,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,160320207,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483747.  US00460       US00460      12208626,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,403.51,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",2. Wet,R-VA   US00460WB,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,6. Traffic Lanes Marked,5.Hampton Roads,4. Mist,2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,9/8/2014,9/8/2014,20. Motor Vehicle In Transport,1830,B.Visiible Injury,Norfolk,Urban,20. Motor Vehicle In Transport,6PM TO 9PM,122.Norfolk,137,Intersection,Monday,Not DEER,1,142670006,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,142670006,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,485317. 12208575      12208575      12208576      12208576,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,1.11,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",2. Wet,R-VA122UR08575NB,3. No,SENIOR,Not SPEED,6PM TO 9PM,1,3. Traffic Signal,5.Hampton Roads,5. Rain,2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,9/10/2014,9/10/2014,22. Bicycle,550,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,3AM TO 6AM,122.Norfolk,5,Intersection,Wednesday,Not DEER,1,150420000,"0.Two-way, non-divided",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,150420000,0,0,Not LRTRUCK,1. Dawn,MAINLINE,MAIN,Not MOTORCYCLE,483660.  SR00337       SR00337      12208576      12208576,PRI_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,29.65,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   SR00337WB,3. No,Not SENIOR,Not SPEED,3AM TO 6AM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,3. Head On,9/11/2014,9/11/2014,20. Motor Vehicle In Transport,1909,A.Ambulatory Injury,Chesapeake,Urban,20. Motor Vehicle In Transport,6PM TO 9PM,131.Chesapeake,"1,204",Intersection,Thursday,Not DEER,1,142545309,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,142545309,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,484695. 13108635      13108640      13108640      13108665,SEC_URBAN,2,PED,2,5,NOT-RD,9. Within Intersection,0.82,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA131UR08640EB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/3/2013,5/3/2013,20. Motor Vehicle In Transport,1640,C.Non-Visible Injury,Hampton,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,114.Hampton,"2,365",Intersection,Friday,Not DEER,1,132600020,"1.Divided, no control of access",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,132600020,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,253047.  SR00143       SR00143      11407059      11407059,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,5.09,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA   SR00143NB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/3/2013,5/3/2013,22. Bicycle,1655,B.Visiible Injury,Suffolk,Urban,22. Bicycle,3PM TO 6PM,133.Suffolk,0,Intersection,Friday,Not DEER,1,131565049,"0.Two-way, non-divided",1. On Roadway,J.Urban Local,Not GUARDRAIL,HIT_RUN,1,4. Four Approaches,131565049,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,468607. 13301303      13301303      13301313      13301313,SEC_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,0.18,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA133UR01303EB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/3/2013,5/3/2013,22. Bicycle,1559,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,,Not Intersection,Friday,Not DEER,1,131285174,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA134SC99999UK,3. No,SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,1. Rear End,5/4/2013,5/4/2013,20. Motor Vehicle In Transport,1115,A.Ambulatory Injury,Northampton,Rural,20. Motor Vehicle In Transport,9AM TO 12PM,65.Northampton,"1,299",Intersection,Saturday,Not DEER,1,131275267,"0.Two-way, non-divided",1. On Roadway,4.Rural Major Collector,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,131275267,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,727612.  6501122       SR00183       SR00183,VDOT_PRI,1,Not PED,1,5,NOT-RD,8. Non-Intersection,4.41,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   SR00183EB,3. No,SENIOR,Not SPEED,9AM TO 12PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,3. Head On,9/13/2014,9/13/2014,20. Motor Vehicle In Transport,1234,B.Visiible Injury,Chesapeake,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,131.Chesapeake,,Not Intersection,Saturday,Not DEER,1,142575082,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,RD-UNKNOWN,8. Non-Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA131SC99999UK,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,3. Head On,1/2/2016,1/2/2016,20. Motor Vehicle In Transport,856,C.Non-Visible Injury,Norfolk,Urban,20. Motor Vehicle In Transport,6AM TO 9AM,122.Norfolk,11,Intersection,Saturday,Not DEER,1,160610022,"0.Two-way, non-divided",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,160610022,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483314.  SR00165       SR00165      12208631      12208631,PRI_URBAN,1,Not PED,1,5,NOT-RD,10. Intersection Related - Within 150 Feet,35.38,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   SR00165SB,3. No,Not SENIOR,Not SPEED,6AM TO 9AM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,1/3/2016,1/3/2016,22. Bicycle,957,B.Visiible Injury,Norfolk,Urban,22. Bicycle,9AM TO 12PM,122.Norfolk,5,Intersection,Sunday,Not DEER,1,160035117,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,160035117,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483773.  US00460       US00460      12208592      12208592,SEC_URBAN,2,Not PED,2,5,NOT-RD,9. Within Intersection,1.12,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA122UR08592EB,3. No,SENIOR,Not SPEED,9AM TO 12PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,1. Rear End,9/15/2014,9/15/2014,22. Bicycle,1118,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,9AM TO 12PM,122.Norfolk,216,Intersection,Monday,Not DEER,1,142690030,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,142690030,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483648.  SR00337       SR00337       SR00406,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,33.19,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   SR00337WB,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,9/16/2014,9/16/2014,20. Motor Vehicle In Transport,519,A.Ambulatory Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,3AM TO 6AM,134.Virginia Beach,48,Intersection,Tuesday,Not DEER,1,142615359,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,142615359,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,541275. 13400012      13400012      13400014      13408717,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,6.67,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR08717EB,3. No,Not SENIOR,Not SPEED,3AM TO 6AM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,1/5/2016,1/5/2016,22. Bicycle,1828,C.Non-Visible Injury,Newport News,Urban,22. Bicycle,6PM TO 9PM,121.Newport News,422,Intersection,Tuesday,Not DEER,1,160610064,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,160610064,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,716548.  US00017       US00017      12100022,PRI_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,56.01,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00017NB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,9/18/2014,9/18/2014,22. Bicycle,830,B.Visiible Injury,Poquoson,Urban,22. Bicycle,6AM TO 9AM,147.Poquoson,227,Intersection,Thursday,Not DEER,1,142615258,"0.Two-way, non-divided",9. Outside Right-of-Way,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,142615258,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,672314.  SR00171       SR00171       SR00172       SR00172,PRI_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,3.95,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   SR00172SB,3. No,Not SENIOR,Not SPEED,6AM TO 9AM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,9/23/2014,9/23/2014,22. Bicycle,1836,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,6PM TO 9PM,134.Virginia Beach,26,Intersection,Tuesday,Not DEER,1,142725255,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,142725255,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541093. 13408723      13408723     C7US00058     C7US00058,PRI_URBAN,2,Not PED,2,5,NOT-RD,1. Main-Line Roadway,2.81,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA   US00058WBBUS007,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/6/2013,5/6/2013,20. Motor Vehicle In Transport,1605,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,134.Virginia Beach,42,Intersection,Monday,Not DEER,1,131295145,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,131295145,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541365. 13400008      13400008      13408638      13408638,SEC_URBAN,2,Not PED,2,5,NOT-RD,9. Within Intersection,0.45,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR00008SB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,16. Other,5/6/2013,5/6/2013,22. Bicycle,1705,C.Non-Visible Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,417,Intersection,Monday,Not DEER,1,131315100,"1.Divided, no control of access",6. Separator,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,131315100,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541077.  US00058       US00058      13408733      13408733,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,502.98,7. Dip - Straight,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA   US00058EB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/6/2013,5/6/2013,22. Bicycle,1323,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,12PM TO 3PM,134.Virginia Beach,581,Intersection,Monday,Not DEER,1,131275040,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,131275040,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541268. 13400011      13400012      13408627,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,5.39,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR08627SB,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/7/2013,5/7/2013,20. Motor Vehicle In Transport,1200,C.Non-Visible Injury,Norfolk,Urban,20. Motor Vehicle In Transport,9AM TO 12PM,122.Norfolk,,Not Intersection,Tuesday,Not DEER,1,132480056,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA122SC99999UK,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
